Id,CreatedAt,Line,Type,Text
283887448176590848,"Wed Dec 26 10:50:16 +0000 2012","Metropolitan","","Metropolitan Line: Back to good service."
283867349164122113,"Wed Dec 26 09:30:24 +0000 2012","Metropolitan","","Metropolitan Line: A special service operates between Harrow-on-the-Hill and Baker Street."
283854734987776001,"Wed Dec 26 08:40:17 +0000 2012","Metropolitan","","Metropolitan Line: No service due to industrial action."
283754133360611330,"Wed Dec 26 02:00:31 +0000 2012","","","Waterloo &amp; City Line: Boxing Day, Wednesday 26 December, no service."
283752800142385152,"Wed Dec 26 01:55:14 +0000 2012","Piccadilly","","Piccadilly Line: Boxing Day, Wednesday 26 December, no service between Rayners Lane and Uxbridge."
283751552462761984,"Wed Dec 26 01:50:16 +0000 2012","Metropolitan","","Metropolitan Line: Boxing Day, Wednesday 26 December, no service between Baker Street and Aldgate before 1045 and after 1900."
283750315763847168,"Wed Dec 26 01:45:21 +0000 2012","","","Hammersmith &amp; City Line: Back to good service."
283749034911477761,"Wed Dec 26 01:40:16 +0000 2012","Circle","","Circle Line: Back to good service."
283747768185528320,"Wed Dec 26 01:35:14 +0000 2012","","","Bakerloo Line: Back to good service."
283391747550232576,"Tue Dec 25 02:00:32 +0000 2012","","","Waterloo &amp; City Line: Christmas Day, Tuesday 25 December, no service."
283390414550102016,"Tue Dec 25 01:55:14 +0000 2012","Piccadilly","","Piccadilly Line: Christmas Day, Tuesday 25 December, no service."
283389165297618944,"Tue Dec 25 01:50:16 +0000 2012","Metropolitan","","Metropolitan Line: Christmas Day, Tuesday 25 December, no service."
283387927726280704,"Tue Dec 25 01:45:21 +0000 2012","","","Hammersmith &amp; City Line: Christmas Day, Tuesday 25 December, no service."
283386647175917569,"Tue Dec 25 01:40:16 +0000 2012","Circle","","Circle Line: Christmas Day, Tuesday 25 December, no service."
283385379556585473,"Tue Dec 25 01:35:14 +0000 2012","","","Bakerloo Line: Christmas Day, Tuesday 25 December, no service."
283021778660515840,"Mon Dec 24 01:30:24 +0000 2012","District","","District Line: Christmas Eve, Monday 24 December, no service between Earls Court and Kensington (Olympia)."
282773854139580417,"Sun Dec 23 09:05:15 +0000 2012","Central","","Central Line: Back to good service."
282757607448526848,"Sun Dec 23 08:00:41 +0000 2012","Central","Minor delays","Central Line: Minor delays westbound only, due to an earlier signal failure at Leytonstone. GOOD SERVICE on the rest of the line."
282664389927129088,"Sun Dec 23 01:50:16 +0000 2012","Metropolitan","","Metropolitan Line: Back to good service."
282659391013023744,"Sun Dec 23 01:30:25 +0000 2012","","","Waterloo &amp; City Line: The Waterloo &amp; City line does not operate on Sundays."
282621669128933376,"Sat Dec 22 23:00:31 +0000 2012","Jubilee","","Jubilee Line: Back to good service."
282615305547706368,"Sat Dec 22 22:35:14 +0000 2012","Jubilee","Minor delays","Jubilee Line: Minor delays due to an earlier faulty train at Stratford."
282612790177447937,"Sat Dec 22 22:25:14 +0000 2012","Jubilee","","Jubilee Line: Due to an earlier faulty train at Stratford."
282606571446472704,"Sat Dec 22 22:00:31 +0000 2012","Piccadilly","","Piccadilly Line: Back to good service."
282585106475003905,"Sat Dec 22 20:35:14 +0000 2012","","","Bakerloo Line: Back to good service."
282577558598451200,"Sat Dec 22 20:05:14 +0000 2012","Piccadilly","Minor delays","Piccadilly Line: Minor delays due to an earlier signal failure on the eastbound at Hammersmith."
282570006624100352,"Sat Dec 22 19:35:14 +0000 2012","Northern","","Northern Line: Back to good service."
282561271218462721,"Sat Dec 22 19:00:31 +0000 2012","Metropolitan","Severe delays","Metropolitan Line: Severe Delays to the Uxbridge branch whilce we fix a signal at Harrow-on-the-Hill. GOOD SERVICE on the rest of the line."
282559940395147264,"Sat Dec 22 18:55:14 +0000 2012","Northern","Minor delays","Northern Line: Minor Delays on the Edgware branch due to an earlier signal failure at Golders Green. GOOD SERVICE on the rest of the line."
282557455232278528,"Sat Dec 22 18:45:21 +0000 2012","Central","","Central Line: Back to good service."
282369950063144961,"Sat Dec 22 06:20:16 +0000 2012","Circle","Minor delays","Circle Line: Minor delays due to an earlier power supply problem at Euston Square."
282368708750483456,"Sat Dec 22 06:15:20 +0000 2012","Circle","Severe delays","Circle Line: Severe delays due to an earlier power supply problem at Euston Square."
282367433422012416,"Sat Dec 22 06:10:16 +0000 2012","Circle","Severe delays","Circle Line: Severe delays due to an earlier power supply problem at Euston Square. Tickets are being accepted on local buses."
282357400122564609,"Sat Dec 22 05:30:24 +0000 2012","Circle","Severe delays","Circle Line: Severe delays due to a power supply probelm at Euston Square. Tickets are being accepted on local buses."
282300764137857026,"Sat Dec 22 01:45:21 +0000 2012","","","Hammersmith &amp; City Line: Back to good service."
282276836229136385,"Sat Dec 22 00:10:16 +0000 2012","Metropolitan","","Metropolitan Line: Back to good service."
282268017914683392,"Fri Dec 21 23:35:14 +0000 2012","Circle","Severe delays","Circle Line: No service anti-clockwise only, while we help a person taken ill on a train at Aldgate. SEVERE DELAYS clockwise."
282264254869020673,"Fri Dec 21 23:20:17 +0000 2012","Circle","","Circle Line: No service anti-clockwise only, while we help a person taken ill on a train at Aldgate. GOOD SERVICE clockwise."
282240366772625409,"Fri Dec 21 21:45:21 +0000 2012","Circle","","Circle Line: Back to good service."
282236604544872448,"Fri Dec 21 21:30:24 +0000 2012","Circle","Minor delays","Circle Line: Minor delays due to an earlier customer incident at Monument."
282227750314590208,"Fri Dec 21 20:55:13 +0000 2012","Circle","Severe delays","Circle Line: Severe delays to all destinations due to an earlier customer incident at Monument."
282109473491935232,"Fri Dec 21 13:05:14 +0000 2012","","","Bakerloo Line: Back to good service."
282074271600230400,"Fri Dec 21 10:45:21 +0000 2012","Metropolitan","","Metropolitan Line: Back to good service."
282054109689946112,"Fri Dec 21 09:25:14 +0000 2012","","Minor delays","Bakerloo Line: Minor delays due to an earlier signal failure at Paddington."
282042798935515138,"Fri Dec 21 08:40:18 +0000 2012","Jubilee","","Jubilee Line: Back to good service."
282027692709269504,"Fri Dec 21 07:40:16 +0000 2012","","Severe delays","Bakerloo Line: Severe delays while we fix a signal failure at Paddington. Tickets accepted on local buses."
282022662476275712,"Fri Dec 21 07:20:17 +0000 2012","","Severe delays","Bakerloo Line: Severe delays while we fix a signal failure at Paddington."
282017689302614017,"Fri Dec 21 07:00:31 +0000 2012","","Minor delays","Bakerloo Line: Minor delays while we fix a signal failure at Paddington."
282008810334351360,"Fri Dec 21 06:25:14 +0000 2012","Northern","","Northern Line: Back to good service."
281938376280637440,"Fri Dec 21 01:45:21 +0000 2012","Circle","","Circle Line: Back to good service."
281827616632229889,"Thu Dec 20 18:25:14 +0000 2012","Piccadilly","","Piccadilly Line: Back to good service."
281808752464785408,"Thu Dec 20 17:10:16 +0000 2012","Piccadilly","","Piccadilly Line: No service between Ruislip and Uxbridge while we fix a signal failure at Uxbridge. GOOD SERVICE on the rest of the line."
281739535430320130,"Thu Dec 20 12:35:14 +0000 2012","Metropolitan","","Metropolitan Line: Back to good service."
281729468173791232,"Thu Dec 20 11:55:14 +0000 2012","Jubilee","","Jubilee Line: Back to good service."
281714367794405377,"Thu Dec 20 10:55:13 +0000 2012","Jubilee","Minor delays","Jubilee Line: Minor Delays due to an earlier faulty train at Waterloo."
281700604282302464,"Thu Dec 20 10:00:32 +0000 2012","Jubilee","Minor delays","Jubilee Line: Minor delays due to an earlier faulty train at Waterloo."
281437597128093696,"Wed Dec 19 16:35:26 +0000 2012","District","","District Line: Back to good service."
281375933292744704,"Wed Dec 19 12:30:24 +0000 2012","Victoria","Minor delays","Victoria Line: Minor delays due to a person ill on a train earlier at Finsbury Park."
281355767024611328,"Wed Dec 19 11:10:16 +0000 2012","Victoria","","Victoria Line: Back to good service."
281336882619637761,"Wed Dec 19 09:55:14 +0000 2012","Victoria","Minor delays","Victoria Line: Minor delays due to person taken ill earlier on a train at Finsbury Park."
281305436219658240,"Wed Dec 19 07:50:17 +0000 2012","Metropolitan","","Metropolitan Line: Back to good service."
281304196958003200,"Wed Dec 19 07:45:21 +0000 2012","Circle","","Circle Line: Back to good service."
281299133334179840,"Wed Dec 19 07:25:14 +0000 2012","Circle","Minor delays","Circle Line: Minor delays due to an earlier signal failure at Farringdon."
281277817566670848,"Wed Dec 19 06:00:32 +0000 2012","Circle","Severe delays","Circle Line: Severe delays while we fix a signal failure at Farringdon. London Underground tickets will be accepted on local bus services."
281276482716852224,"Wed Dec 19 05:55:14 +0000 2012","Circle","Minor delays","Circle Line: Minor delays while we fix a signal failure at Farringdon."
281180853793611776,"Tue Dec 18 23:35:14 +0000 2012","Piccadilly","","Piccadilly Line: Back to good service."
281158204606517248,"Tue Dec 18 22:05:14 +0000 2012","District","","District Line: Back to good service."
281029859977871360,"Tue Dec 18 13:35:14 +0000 2012","Northern","","Northern Line: Back to good service."
280977011567108096,"Tue Dec 18 10:05:14 +0000 2012","Central","","Central Line: Back to good service."
280930525777108992,"Tue Dec 18 07:00:31 +0000 2012","Circle","","Circle Line: Back to good service."
280925429529997313,"Tue Dec 18 06:40:16 +0000 2012","Jubilee","","Jubilee Line: Back to good service."
280915425456439297,"Tue Dec 18 06:00:31 +0000 2012","Jubilee","Minor delays","Jubilee Line: Minor delays due to staff shortage."
280914095048372224,"Tue Dec 18 05:55:14 +0000 2012","Victoria","Minor delays","Victoria Line: Minor delays due to staff shortage."
280912849021333504,"Tue Dec 18 05:50:16 +0000 2012","Jubilee","Minor delays","Jubilee Line: Minor delays between Stratford and Westminster due to staff shortage. GOOD SERVICE on the rest of the line."
280910331537129472,"Tue Dec 18 05:40:16 +0000 2012","Circle","Minor delays","Circle Line: Minor delays due to staff shortage."
280651158375264256,"Mon Dec 17 12:30:25 +0000 2012","District","","District Line: Back to good service."
280641059158110208,"Mon Dec 17 11:50:17 +0000 2012","Victoria","Minor delays","Victoria Line: Minor delays while the service recovers from a late finish to engineering work."
280570593059958785,"Mon Dec 17 07:10:16 +0000 2012","Victoria","","Victoria Line: Back to good service."
280569325323186176,"Mon Dec 17 07:05:14 +0000 2012","Jubilee","","Jubilee Line: Back to good service."
280554225942016000,"Mon Dec 17 06:05:14 +0000 2012","Jubilee","Minor delays","Jubilee Line: Minor delays due to a local power failure at London Bridge earlier."
280485065396465664,"Mon Dec 17 01:30:25 +0000 2012","","","Waterloo &amp; City Line: Back to good service."
280453562360791040,"Sun Dec 16 23:25:14 +0000 2012","Central","","Central Line: Back to good service."
280281251343130625,"Sun Dec 16 12:00:32 +0000 2012","","","Bakerloo Line: Back to good service."
280276150553567232,"Sun Dec 16 11:40:16 +0000 2012","","Minor delays","Bakerloo Line: Minor delays due to a faulty track at Maida Vale."
280273671589863424,"Sun Dec 16 11:30:25 +0000 2012","","Minor delays","Bakerloo Line: Minor delays due to an earlier faulty track at Maida Vale."
280239683584266240,"Sun Dec 16 09:15:21 +0000 2012","Northern","","Northern Line: Back to good service."
280238412798234624,"Sun Dec 16 09:10:18 +0000 2012","Central","","Central Line: Back to good service."
280225826442715136,"Sun Dec 16 08:20:18 +0000 2012","Central","Minor delays","Central Line: Minor delays between Leytonstone and Epping due to a shortage of train staff. GOOD SERVICE on the rest of the line."
280123889147838464,"Sun Dec 16 01:35:14 +0000 2012","Northern","","Northern Line: Sunday 16 December, no service between Edgware and Camden Town until approximately 0830 southbound and 0900 northbound."
279966616115093506,"Sat Dec 15 15:10:17 +0000 2012","District","","District Line: Back to good service."
279764049540050944,"Sat Dec 15 01:45:21 +0000 2012","Metropolitan","","Metropolitan Line: Back to good service."
279762768620576770,"Sat Dec 15 01:40:16 +0000 2012","Circle","","Circle Line: Back to good service."
279697342154813441,"Fri Dec 14 21:20:17 +0000 2012","Metropolitan","Severe delays","Metropolitan Line: Severe delays due to a person under a train earlier. Tickets will be accepted on buses and Chiltern train services."
279696099806179328,"Fri Dec 14 21:15:21 +0000 2012","Circle","Severe delays","Circle Line: Severe delays due to a person under a train earlier. Tickets will be accepted on London bus services."
279687272469762048,"Fri Dec 14 20:40:16 +0000 2012","Circle","Severe delays","Circle Line: Severe delays due to a person under a train. Tickets will be accepted on London bus services."
279683487521460224,"Fri Dec 14 20:25:14 +0000 2012","Circle","Minor delays","Circle Line: Minor delays due to a person under a train."
279647069193515008,"Fri Dec 14 18:00:31 +0000 2012","Jubilee","","Jubilee Line: Back to good service."
279619325063741440,"Fri Dec 14 16:10:16 +0000 2012","Jubilee","Minor delays","Jubilee Line: Minor delays due to an earlier faulty train at Neasden."
279568992794988544,"Fri Dec 14 12:50:16 +0000 2012","Jubilee","Severe delays","Jubilee Line: Severe delays due to an earlier faulty train at Neasden. Tickets accepted local buses and DLR"
279567756200902656,"Fri Dec 14 12:45:21 +0000 2012","Jubilee","Severe delays","Jubilee Line: Severe delays due to an earlier faulty train at Neasden. Tickets accepted local buses, DLR and Southeastern Trains."
279560204293660672,"Fri Dec 14 12:15:21 +0000 2012","Metropolitan","","Metropolitan Line: Back to good service."
279546344794898432,"Fri Dec 14 11:20:16 +0000 2012","Metropolitan","Severe delays","Metropolitan Line: Severe delays while we fix a faulty Jubilee Line train at Neasden. London Buses and Chiltern Railways accepts tickets"
279545105101246464,"Fri Dec 14 11:15:21 +0000 2012","Metropolitan","Severe delays","Metropolitan Line: Severe delays while we fix a faulty Jubilee Line train at Neasden."
279454507522482177,"Fri Dec 14 05:15:21 +0000 2012","District","","District Line: Back to good service."
279294684935909378,"Thu Dec 13 18:40:16 +0000 2012","","Minor delays","Bakerloo Line: Minor delays due to an earlier fire alert at Paddington"
279280864888774657,"Thu Dec 13 17:45:21 +0000 2012","","","Bakerloo Line: Back to good service."
279269584706609152,"Thu Dec 13 17:00:32 +0000 2012","","Minor delays","Bakerloo Line: Minor delays due to an earlier fire alert at Paddington."
279258256797470720,"Thu Dec 13 16:15:31 +0000 2012","","Severe delays","Bakerloo Line: Severe delays due to an earlier fire alert at Paddington.Local Buses and London Overground accepts tickets"
279147457982631936,"Thu Dec 13 08:55:14 +0000 2012","Central","","Central Line: Back to good service."
278986424781504512,"Wed Dec 12 22:15:21 +0000 2012","","","Bakerloo Line: Back to good service."
278975116879212544,"Wed Dec 12 21:30:25 +0000 2012","","Minor delays","Bakerloo Line: Minor Delays due to an earlier faulty train at Maida Vale."
278962496801488898,"Wed Dec 12 20:40:16 +0000 2012","","Minor delays","Bakerloo Line: Minor delays due to an earlier faulty train at Maida Vale."
278926024811622403,"Wed Dec 12 18:15:21 +0000 2012","District","","District Line: Back to good service."
278919715630489601,"Wed Dec 12 17:50:16 +0000 2012","District","","District Line: Between Wimbledon and Earls Court while we fix a signalling problem at Wimbledon. GOOD SERVICE on the rest of the line"
278792618761134080,"Wed Dec 12 09:25:14 +0000 2012","Piccadilly","","Piccadilly Line: Back to good service."
278790132851699712,"Wed Dec 12 09:15:22 +0000 2012","Northern","","Northern Line: Back to good service."
278777520852180992,"Wed Dec 12 08:25:15 +0000 2012","Metropolitan","Minor delays","Metropolitan Line: Minor delays due to a lack of available trains."
278776274166636544,"Wed Dec 12 08:20:17 +0000 2012","Metropolitan","","Metropolitan Line: Due to a lack of available trains."
278767483048058881,"Wed Dec 12 07:45:21 +0000 2012","Metropolitan","Severe delays","Metropolitan Line: Severe Delays between Rickmansworth and Amersham due to a lack of available trains. MINOR DELAYS on the rest of the line."
278753620797845504,"Wed Dec 12 06:50:16 +0000 2012","Jubilee","","Jubilee Line: Back to good service."
278741101937045504,"Wed Dec 12 06:00:32 +0000 2012","Metropolitan","Severe delays","Metropolitan Line: Severe Delays due to a lack of available trains, tickets will be accepted on the buses."
278675605338349569,"Wed Dec 12 01:40:16 +0000 2012","Metropolitan","","Metropolitan Line: Back to good service."
278577460369559552,"Tue Dec 11 19:10:16 +0000 2012","District","","District Line: Back to good service."
278410101746982912,"Tue Dec 11 08:05:15 +0000 2012","","","Bakerloo Line: Back to good service."
278396267070095360,"Tue Dec 11 07:10:17 +0000 2012","","Minor delays","Bakerloo Line: Minor delays due to an earlier fault with the track at Marylebone."
278386239839805440,"Tue Dec 11 06:30:26 +0000 2012","","","Waterloo &amp; City Line: Back to good service."
278382556896964608,"Tue Dec 11 06:15:48 +0000 2012","","","Waterloo &amp; City Line: While we fix a signal failure."
278373616821874688,"Tue Dec 11 05:40:16 +0000 2012","Circle","Minor delays","Circle Line: Minor Delays as a result of the service recovering from the late finish of engineering work."
278361035512102913,"Tue Dec 11 04:50:17 +0000 2012","Circle","","Circle Line: Back to good service."
278247788050018305,"Mon Dec 10 21:20:16 +0000 2012","Metropolitan","","Metropolitan Line: Back to good service."
278244003676311552,"Mon Dec 10 21:05:14 +0000 2012","Piccadilly","","Piccadilly Line: Back to good service."
278168506275598337,"Mon Dec 10 16:05:14 +0000 2012","","","Bakerloo Line: Back to good service."
278142094185484288,"Mon Dec 10 14:20:17 +0000 2012","","Minor delays","Bakerloo Line: Minor delays while we fix a signal failure at Lambeth North."
277949562856034306,"Mon Dec 10 01:35:14 +0000 2012","","","Waterloo &amp; City Line: Back to good service."
277786016524423170,"Sun Dec 09 14:45:22 +0000 2012","Circle","Minor delays","Circle Line: Minor delays, clockwise only, due to an earlier faulty train. GOOD SERVICE anti-clockwise."
277775919836459008,"Sun Dec 09 14:05:14 +0000 2012","","","Hammersmith &amp; City Line: Back to good service."
277768368298270721,"Sun Dec 09 13:35:14 +0000 2012","District","","District Line: Back to good service."
277752056054419458,"Sun Dec 09 12:30:25 +0000 2012","District","","District Line: Due to an earlier signal failure at Tower Hill."
277723069915750400,"Sun Dec 09 10:35:14 +0000 2012","District","Minor delays","District Line: Minor delays due to an earlier signal failure at Tower Hill."
277716788010180609,"Sun Dec 09 10:10:16 +0000 2012","Circle","","Circle Line: Back to good service."
277706757931941888,"Sun Dec 09 09:30:25 +0000 2012","Circle","Minor delays","Circle Line: Minor delays anti-clockwise due to an earlier signal failure at Tower Hill. GOOD SERVICE clockwise."
277702967501672448,"Sun Dec 09 09:15:21 +0000 2012","Northern","","Northern Line: Back to good service."
277700422364438528,"Sun Dec 09 09:05:14 +0000 2012","Circle","","Circle Line: No anti-clockwise service due to an earlier signal failure at Tower Hill. GOOD SERVICE clockwise."
277680319937785856,"Sun Dec 09 07:45:21 +0000 2012","Circle","","Circle Line: No anti-clockwise service while we fix a signal failure at Tower Hill. GOOD SERVICE clockwise."
277587174877196288,"Sun Dec 09 01:35:14 +0000 2012","Northern","","Northern Line: Sunday 9 December, no service between Edgware and Camden Town until approximately 0830 southbound and 0900 northbound."
277296519953121280,"Sat Dec 08 06:20:16 +0000 2012","Northern","","Northern Line: Back to good service."
277241154771230720,"Sat Dec 08 02:40:16 +0000 2012","Metropolitan","","Metropolitan Line: Back to good service."
277238673987207168,"Sat Dec 08 02:30:25 +0000 2012","","","Hammersmith &amp; City Line: Back to good service."
277237370045231104,"Sat Dec 08 02:25:14 +0000 2012","Circle","","Circle Line: Back to good service."
277233605820944384,"Sat Dec 08 02:10:17 +0000 2012","Metropolitan","","Metropolitan Line: Due to an earlier faulty train at Baker Street.."
277232337807360000,"Sat Dec 08 02:05:14 +0000 2012","Circle","","Circle Line: Due to an earlier faulty train at Baker Street."
277212234550231040,"Sat Dec 08 00:45:21 +0000 2012","District","","District Line: To eastbound services only while we fix a signal failure at West Kensington"
277208473903718400,"Sat Dec 08 00:30:25 +0000 2012","Circle","","Circle Line: While we fix a faulty train at Baker Street.Local London Buses accepts tickets"
277207170339180544,"Sat Dec 08 00:25:14 +0000 2012","Circle","","Circle Line: While we fix a faulty train at Baker Street"
277195855302385664,"Fri Dec 07 23:40:16 +0000 2012","Piccadilly","","Piccadilly Line: Back to good service."
277052411925893122,"Fri Dec 07 14:10:17 +0000 2012","Central","","Central Line: Back to good service."
277022212911939584,"Fri Dec 07 12:10:17 +0000 2012","Central","Minor delays","Central Line: Minor Delays on the West Ruislip branch due to an earlier signal failure. GOOD SERVICE."
277017178711146497,"Fri Dec 07 11:50:16 +0000 2012","Central","Minor delays","Central Line: Minor Delays westbound while we fix a signal failure at Leyton. GOOD SERVICE eastbound."
277015941055905792,"Fri Dec 07 11:45:21 +0000 2012","Central","Minor delays","Central Line: Minor Delays westbound signal failure at Leyton. GOOD SERVICE eastbound."
277005846184071168,"Fri Dec 07 11:05:14 +0000 2012","Central","Minor delays","Central Line: Minor delays westbound while we fix a signal failure at Leyton. GOOD SERVICE eastbound."
276998295010832384,"Fri Dec 07 10:35:14 +0000 2012","Metropolitan","","Metropolitan Line: Back to good service."
276690024160968705,"Thu Dec 06 14:10:17 +0000 2012","District","","District Line: Back to good service."
276686238143115264,"Thu Dec 06 13:55:14 +0000 2012","Metropolitan","","Metropolitan Line: Back to good service."
276658557615755264,"Thu Dec 06 12:05:14 +0000 2012","Metropolitan","Minor delays","Metropolitan Line: Minor Delays due to an earlier faulty train at Harrow-on-the-Hill."
276656039162703873,"Thu Dec 06 11:55:15 +0000 2012","Metropolitan","Minor delays","Metropolitan Line: METROPOLITAN LINE: Minor Delays due to an earlier faulty train at Harrow-on-the-Hill."
276640937944420352,"Thu Dec 06 10:55:14 +0000 2012","Metropolitan","Minor delays","Metropolitan Line: Minor delays due to an earlier faulty train at Harrow-on-the-Hill."
276637173913112576,"Thu Dec 06 10:40:16 +0000 2012","Metropolitan","Minor delays","Metropolitan Line: METROPOLITAN LINE: Minor delays due to an earlier faulty train at Harrow-on-the-Hill."
276598163438178305,"Thu Dec 06 08:05:15 +0000 2012","Piccadilly","","Piccadilly Line: Back to good service."
276503795398213633,"Thu Dec 06 01:50:16 +0000 2012","Metropolitan","","Metropolitan Line: Back to good service."
276496245911060481,"Thu Dec 06 01:20:16 +0000 2012","District","","District Line: Back to good service."
276479909159899137,"Thu Dec 06 00:15:21 +0000 2012","Metropolitan","","Metropolitan Line:"
276428299398434816,"Wed Dec 05 20:50:17 +0000 2012","Circle","","Circle Line: Back to good service."
276408201522585601,"Wed Dec 05 19:30:25 +0000 2012","Circle","Minor delays","Circle Line: CIRCLE LINE: Minor Delays to the clockwise service due to a person ill on a train earlier at Sloane Square."
276406898453004289,"Wed Dec 05 19:25:14 +0000 2012","Circle","Minor delays","Circle Line: CIRCLE LINE: Minor Delays to the anti clockwise service due to a person ill on a train earlier at Sloane Square."
276376698621157376,"Wed Dec 05 17:25:14 +0000 2012","Northern","","Northern Line: Back to good service."
276260967489355777,"Wed Dec 05 09:45:21 +0000 2012","","","Bakerloo Line: Back to good service."
276259685491937280,"Wed Dec 05 09:40:16 +0000 2012","Piccadilly","","Piccadilly Line: Back to good service."
276247106975592448,"Wed Dec 05 08:50:17 +0000 2012","Victoria","","Victoria Line: Back to good service."
276239562240557056,"Wed Dec 05 08:20:18 +0000 2012","Victoria","Minor delays","Victoria Line: Minor delays Victoria to Brixton while we fix a faulty at Victoria. GOOD SERVICE on the rest of the line."
276238323805208576,"Wed Dec 05 08:15:23 +0000 2012","Piccadilly","Minor delays","Piccadilly Line: Minor delays on the Uxbridge branch while we deal with ice on the track. GOOD SERVICE on the rest of the line."
276232003794391040,"Wed Dec 05 07:50:16 +0000 2012","","Minor delays","Bakerloo Line: Minor delays while we deal with snow and ice on the track."
276229487803367425,"Wed Dec 05 07:40:16 +0000 2012","","Minor delays","Bakerloo Line: BAKERLOO LINE: Minor delays while we deal with snow and ice on the track."
276215667663990784,"Wed Dec 05 06:45:21 +0000 2012","Central","","Central Line: No service Debden to Epping while we fix a faulty train at Theydon Bois. GOOD SERVICE on the rest of the line."
276214387461742592,"Wed Dec 05 06:40:16 +0000 2012","Central","","Central Line: CENTRAL LINE: No service Debden to Epping while we fix a faulty train at Theydon Bois. GOOD SERVICE on the rest of the line."
276208117803520000,"Wed Dec 05 06:15:21 +0000 2012","Metropolitan","","Metropolitan Line: Back to good service."
275984111435395075,"Tue Dec 04 15:25:14 +0000 2012","Metropolitan","","Metropolitan Line: Back to good service."
275904849156141057,"Tue Dec 04 10:10:16 +0000 2012","Northern","","Northern Line: Back to good service."
275899815861301248,"Tue Dec 04 09:50:16 +0000 2012","Northern","Minor delays","Northern Line: NORTHERN LINE: Minor delays Camden Town to Morden via Bank southbound due to an earlier fire alert at Kennington"
275701004140433408,"Mon Dec 03 20:40:16 +0000 2012","Metropolitan","","Metropolitan Line: Back to good service."
275572660807823362,"Mon Dec 03 12:10:16 +0000 2012","District","","District Line: Back to good service."
275570209023213568,"Mon Dec 03 12:00:32 +0000 2012","Circle","","Circle Line: Back to good service."
275544978623713281,"Mon Dec 03 10:20:16 +0000 2012","Victoria","Minor delays","Victoria Line: Minor delays due to an earlier faulty train at Victoria."
275543739362074624,"Mon Dec 03 10:15:21 +0000 2012","Victoria","Minor delays","Victoria Line: VICTORIA LINE: Minor delays due to an earlier faulty train at Victoria."
275542462116794368,"Mon Dec 03 10:10:16 +0000 2012","Circle","Minor delays","Circle Line: Minor delays while we fix a signal failure at Barking."
275538675511742464,"Mon Dec 03 09:55:14 +0000 2012","Circle","Minor delays","Circle Line: CIRCLE LINE: Minor delays while we fix a signal failure at Barking."
275534910058545152,"Mon Dec 03 09:40:16 +0000 2012","Victoria","","Victoria Line: Back to good service."
275533643139670017,"Mon Dec 03 09:35:14 +0000 2012","Jubilee","","Jubilee Line: Back to good service."
275532429001904128,"Mon Dec 03 09:30:24 +0000 2012","District","Minor delays","District Line: Minor delays while we fix a signal failure at Barking."
275531125479317506,"Mon Dec 03 09:25:14 +0000 2012","District","Minor delays","District Line: DISTRICT LINE: Minor delays while we fix a signal failure at Barking."
275528639536320512,"Mon Dec 03 09:15:21 +0000 2012","District","","District Line: DISTRICT LINE: Minor while we fix a signal failure at Barking."
275526093321154560,"Mon Dec 03 09:05:14 +0000 2012","","Minor delays","Hammersmith &amp; City Line: Minor delays Moorgate to Barking while we fix a signal failure at Barking. GOOD SERVICE on the rest of the line."
275524913006268417,"Mon Dec 03 09:00:32 +0000 2012","Victoria","Severe delays","Victoria Line: VICTORIA LINE: No service Victoria to Brixton while we fix a faulty train at Victoria. SEVERE DELAYS on the rest of the line."
275519814787813376,"Mon Dec 03 08:40:17 +0000 2012","Jubilee","Severe delays","Jubilee Line: JUBILEE LINE: Severe delays due to a person ill on a train earlier at Southwark."
275516030405718017,"Mon Dec 03 08:25:15 +0000 2012","Jubilee","Severe delays","Jubilee Line: JUBILEE LINE: Severe delays due to a person ill on a train at earlier at Southwark."
275514784433180673,"Mon Dec 03 08:20:18 +0000 2012","Jubilee","Minor delays","Jubilee Line: JUBILEE LINE: Minor delays while we help a person ill on a train at Southwark."
275509853357748224,"Mon Dec 03 08:00:42 +0000 2012","District","Minor delays","District Line: Minor delays Barking to Upminster while we fix a signal failure at Barking. GOOD SERVICE on the rest of the line."
275499680002109441,"Mon Dec 03 07:20:16 +0000 2012","District","","District Line: Back to good service."
275489619599052800,"Mon Dec 03 06:40:18 +0000 2012","District","Minor delays","District Line: DISTRICT LINE: Minor delays due to an earlier signal failure at Ealing Common."
275412847876513792,"Mon Dec 03 01:35:14 +0000 2012","","","Waterloo &amp; City Line: Back to good service."
275261852655706112,"Sun Dec 02 15:35:14 +0000 2012","","","Hammersmith &amp; City Line: Back to good service."
275244236021047296,"Sun Dec 02 14:25:14 +0000 2012","","Minor delays","Hammersmith &amp; City Line: Minor delays due to a shortage of train operators."
275235437289816065,"Sun Dec 02 13:50:16 +0000 2012","Circle","Minor delays","Circle Line: Minor delays clockwise due to a shortage of train operators. GOOD SERVICE anti clockwise."
275232920816451585,"Sun Dec 02 13:40:16 +0000 2012","Circle","Minor delays","Circle Line: CIRCLE LINE: Minor delays clockwise due to a shortage of train operators. GOOD SERVICE anti clockwise."
275206486978871296,"Sun Dec 02 11:55:14 +0000 2012","Victoria","","Victoria Line: Back to good service."
275195172663463937,"Sun Dec 02 11:10:16 +0000 2012","Central","","Central Line: Back to good service."
