Id,CreatedAt,Line,Type,Text
299768330171080704,"Fri Feb 08 06:35:13 +0000 2013","Jubilee","","Jubilee Line: Back to good service."
299757015096492032,"Fri Feb 08 05:50:16 +0000 2013","Jubilee","Minor delays","Jubilee Line: Minor delays to southbound service due to an earlier signal failure at Neasden.GOOD SERVICE on the rest of the line."
299667667151900672,"Thu Feb 07 23:55:14 +0000 2013","","","Bakerloo Line: Back to good service."
299577069103362049,"Thu Feb 07 17:55:13 +0000 2013","","Minor delays","Bakerloo Line: Minor delays due to operational issues."
299563297789837313,"Thu Feb 07 17:00:30 +0000 2013","Victoria","Minor delays","Victoria Line: Minor Delays due to an earlier faulty train at Seven Sisters."
299529284505178113,"Thu Feb 07 14:45:21 +0000 2013","Circle","","Circle Line: Back to good service."
299526738239692800,"Thu Feb 07 14:35:13 +0000 2013","Central","","Central Line: Back to good service."
299520455314911234,"Thu Feb 07 14:10:16 +0000 2013","Circle","Minor delays","Circle Line: Minor Delays to the anti clockwise service due to an earlier signalling problem at Edgware Road."
299509122670415872,"Thu Feb 07 13:25:14 +0000 2013","Central","Minor delays","Central Line: Minor Delays due to an earlier signal failure at Bethnal Green."
299499085960994818,"Thu Feb 07 12:45:21 +0000 2013","Central","Minor delays","Central Line: Minor Delays to the westbound service while we fix a signal failure at Bethnal Green."
299492774846275584,"Thu Feb 07 12:20:16 +0000 2013","Victoria","","Victoria Line: Back to good service."
299463823553871873,"Thu Feb 07 10:25:13 +0000 2013","Jubilee","Minor delays","Jubilee Line: Minor delays due to an earlier customer incident at London Bridge."
299462575719063552,"Thu Feb 07 10:20:16 +0000 2013","Jubilee","Minor delays","Jubilee Line: Minor delays due to ane earlier customer incident at London Bridge."
299455025208512512,"Thu Feb 07 09:50:16 +0000 2013","Jubilee","Minor delays","Jubilee Line: Minor delays due to ane arlier customer incident at London Bridge."
299439928276832256,"Thu Feb 07 08:50:16 +0000 2013","","","Bakerloo Line: Back to good service."
299428596622176256,"Thu Feb 07 08:05:15 +0000 2013","Victoria","Minor delays","Victoria Line: Minor delays due to an earlier fire alert at Brixton."
299419826034708483,"Thu Feb 07 07:30:24 +0000 2013","","Minor delays","Bakerloo Line: Minor delays due to operational issues."
299410974480424961,"Thu Feb 07 06:55:13 +0000 2013","Jubilee","","Jubilee Line: Back to good service."
299404726368362496,"Thu Feb 07 06:30:24 +0000 2013","Jubilee","Minor delays","Jubilee Line: Minor delays due to faulty track at West Ham."
299398393149652992,"Thu Feb 07 06:05:14 +0000 2013","Piccadilly","","Piccadilly Line: Back to good service."
299336809069027328,"Thu Feb 07 02:00:31 +0000 2013","Metropolitan","","Metropolitan Line: Back to good service."
299321705405489153,"Thu Feb 07 01:00:30 +0000 2013","Metropolitan","Severe delays","Metropolitan Line: Severe delays between Harrow on the  Hill and Watford /Chesham / Amersham due to an earlier signal failure at Moor Park"
299189545226866688,"Wed Feb 06 16:15:20 +0000 2013","Central","Minor delays","Central Line: Minor delays between Leytonstone and Epping due to an earlier faulty train at Woodford. GOOD SERVICE on the rest of the line."
299136698980397056,"Wed Feb 06 12:45:21 +0000 2013","Victoria","","Victoria Line: Back to good service."
299112769549135872,"Wed Feb 06 11:10:16 +0000 2013","","","Bakerloo Line: Back to good service."
299095217385127936,"Wed Feb 06 10:00:31 +0000 2013","Central","","Central Line: Back to good service."
299091398848819200,"Wed Feb 06 09:45:20 +0000 2013","","","Waterloo &amp; City Line: Back to good service."
299076308187627520,"Wed Feb 06 08:45:23 +0000 2013","","","Waterloo &amp; City Line: No service while we fix a signal failure at Bank."
299072545645268992,"Wed Feb 06 08:30:26 +0000 2013","","Minor delays","Bakerloo Line: Minor delays are occuring due to operational issues."
298915210234847232,"Tue Feb 05 22:05:14 +0000 2013","","","Bakerloo Line: Back to good service."
298820846334640128,"Tue Feb 05 15:50:16 +0000 2013","Piccadilly","","Piccadilly Line: Back to good service."
298799446060314626,"Tue Feb 05 14:25:14 +0000 2013","Piccadilly","Minor delays","Piccadilly Line: Minor delays due to an earlier faulty train at Arnos Grove."
298755448599887872,"Tue Feb 05 11:30:24 +0000 2013","Metropolitan","","Metropolitan Line: Back to good service."
298746598173851648,"Tue Feb 05 10:55:14 +0000 2013","","Minor delays","Bakerloo Line: Minor delays due to operational issues."
298744110502785024,"Tue Feb 05 10:45:21 +0000 2013","Piccadilly","Minor delays","Piccadilly Line: Minor Delays on the Uxbridge branch due to an earlier faulty train at Ruislip Manor. Good Service on the rest of the line."
298721460623638529,"Tue Feb 05 09:15:20 +0000 2013","","Minor delays","Bakerloo Line: Minor Delays due to operational issues."
298686200670195712,"Tue Feb 05 06:55:14 +0000 2013","","","Waterloo &amp; City Line: Back to good service."
298678649287229440,"Tue Feb 05 06:25:13 +0000 2013","","","Waterloo &amp; City Line: No service between Waterloo and Bank while we respond to a fire alert at Babk"
298537722451218434,"Mon Feb 04 21:05:14 +0000 2013","","","Bakerloo Line: Back to good service."
298489905179422720,"Mon Feb 04 17:55:13 +0000 2013","Piccadilly","","Piccadilly Line: Back to good service."
298484874065616897,"Mon Feb 04 17:35:14 +0000 2013","Victoria","Minor delays","Victoria Line: Minor delays are occuring due to an earlier faulty train at Tottenham Hale."
298474807501127682,"Mon Feb 04 16:55:14 +0000 2013","Piccadilly","Minor delays","Piccadilly Line: Minor delays while we fix a signal failure at South Kensington."
298462226682101760,"Mon Feb 04 16:05:14 +0000 2013","","Minor delays","Bakerloo Line: Minor delays between Elephant &amp; Castle and Queen's Park due to operational issues. GOOD SERVICE on the rest of the line."
298449670085160961,"Mon Feb 04 15:15:20 +0000 2013","","Minor delays","Bakerloo Line: Minor delays Elephant &amp; Castle to Queen's Park due to operational issues. GOOD SERVICE on the rest of the line."
298435810267639810,"Mon Feb 04 14:20:16 +0000 2013","","Minor delays","Bakerloo Line: Minor delays due to operational issues."
298406858878754817,"Mon Feb 04 12:25:13 +0000 2013","","Minor delays","Bakerloo Line: Minor delays between Elephant &amp; Castle and Queens Park due to operational issues. GOOD SERVICE on the rest of the line."
298330114058506242,"Mon Feb 04 07:20:16 +0000 2013","District","","District Line: Back to good service."
298244550445649923,"Mon Feb 04 01:40:16 +0000 2013","","","Waterloo &amp; City Line: Back to good service."
298243281433808896,"Mon Feb 04 01:35:14 +0000 2013","","","Hammersmith &amp; City Line: Back to good service."
298242066541056002,"Mon Feb 04 01:30:24 +0000 2013","Circle","","Circle Line: Back to good service."
298024339582906369,"Sun Feb 03 11:05:14 +0000 2013","Northern","","Northern Line: Back to good service."
298014271848198144,"Sun Feb 03 10:25:13 +0000 2013","Northern","Minor delays","Northern Line: Minor delays between Kennington and Morden due to a person under a train earler. GOOD SERVICE on the rest of the line."
297879679195574275,"Sun Feb 03 01:30:24 +0000 2013","","","Waterloo &amp; City Line: The Waterloo &amp; City line does not operate on Sundays."
297776465800482816,"Sat Feb 02 18:40:16 +0000 2013","Jubilee","","Jubilee Line: Back to good service."
297758883659780096,"Sat Feb 02 17:30:24 +0000 2013","Jubilee","Minor delays","Jubilee Line: Minor delays due to an earlier fire alert at St John's Wood."
297685866967621632,"Sat Feb 02 12:40:16 +0000 2013","","","Bakerloo Line: Back to good service."
297518506969272320,"Sat Feb 02 01:35:14 +0000 2013","Circle","","Circle Line: Saturday 2 and Sunday 3 February, no service."
297435461767532544,"Fri Feb 01 20:05:14 +0000 2013","Victoria","","Victoria Line: Back to good service."
297422904344330240,"Fri Feb 01 19:15:20 +0000 2013","Circle","","Circle Line: Back to good service."
297416593519026176,"Fri Feb 01 18:50:16 +0000 2013","Jubilee","","Jubilee Line: Back to good service."
297411595762536449,"Fri Feb 01 18:30:24 +0000 2013","Victoria","Minor delays","Victoria Line: Minor delays due to an earlier faulty train at Victoria."
297401494783787009,"Fri Feb 01 17:50:16 +0000 2013","Jubilee","Minor delays","Jubilee Line: Minor delays due to an earlier  faulty train at North Greenwich."
297393947855179776,"Fri Feb 01 17:20:17 +0000 2013","","Minor delays","Hammersmith &amp; City Line: Minor Delays while we fix a signal failure at Edgware Road."
297392704902553602,"Fri Feb 01 17:15:20 +0000 2013","Circle","Minor delays","Circle Line: Minor Delays while we fix a signal failure at Edgware Road."
297391427690823680,"Fri Feb 01 17:10:16 +0000 2013","","","Waterloo &amp; City Line: Back to good service."
297390161417887744,"Fri Feb 01 17:05:14 +0000 2013","District","","District Line: Back to good service."
297388971560931328,"Fri Feb 01 17:00:30 +0000 2013","Circle","Minor delays","Circle Line: Minor Delays due to an earlier signal failure at Edgware Road."
297378847001817089,"Fri Feb 01 16:20:16 +0000 2013","","Minor delays","Waterloo &amp; City Line: Minor delays due to a lack of available trains."
297372543139061761,"Fri Feb 01 15:55:13 +0000 2013","Circle","Minor delays","Circle Line: Minor delays due to an earlier signal failure at Edgware Road."
297343678362550272,"Fri Feb 01 14:00:31 +0000 2013","","","Bakerloo Line: Back to good service."
297317207472472064,"Fri Feb 01 12:15:20 +0000 2013","Piccadilly","Minor delays","Bakerloo Line: Minor delays due to an earlier faulty train at Piccadilly Circus."
297293279479885824,"Fri Feb 01 10:40:15 +0000 2013","","Minor delays","Bakerloo Line: Minor Delays between Queen's Park and Elephant &amp; Castle due to operational issues. GOOD SERVICE on the rest of the line."
297289496788082688,"Fri Feb 01 10:25:14 +0000 2013","","Minor delays","Bakerloo Line: Minor delays between Queen's Park and Elephant &amp; Castle due to operational issues. GOOD SERVICE on the rest of the line."
297288248886177793,"Fri Feb 01 10:20:16 +0000 2013","","Minor delays","Bakerloo Line: Minor delays between Queen's Park and Elephant &amp; Castle due to operational issue. GOOD SERVICE on the rest of the line."
297216516280160256,"Fri Feb 01 05:35:14 +0000 2013","Circle","","Circle Line: Back to good service."
297157385112399872,"Fri Feb 01 01:40:16 +0000 2013","","","Bakerloo Line: Back to good service."
297056782365388800,"Thu Jan 31 19:00:30 +0000 2013","","Severe delays","Bakerloo Line: Severe delays due to operational issues. Tickets are being accepted on local buses and London Overground."
297052972184121344,"Thu Jan 31 18:45:22 +0000 2013","","Minor delays","Bakerloo Line: Minor delays due to operational issues."
296986259446984704,"Thu Jan 31 14:20:16 +0000 2013","Victoria","Minor delays","Victoria Line: Minor delays due to a person ill on a train at King's Cross earlier."
296974924889874435,"Thu Jan 31 13:35:14 +0000 2013","Circle","","Circle Line: Back to good service."
296954819581734912,"Thu Jan 31 12:15:20 +0000 2013","Metropolitan","","Metropolitan Line: Back to good service."
296953543489884160,"Thu Jan 31 12:10:16 +0000 2013","Circle","Minor delays","Circle Line: Minor Delays while we fix a signal failure at Whitechapel."
296947271923273730,"Thu Jan 31 11:45:21 +0000 2013","Circle","Minor delays","Circle Line: Minor Delays while we fix a signal failure at Whitechapel. A Good Service is in operation on the rest of the line."
296942208404291584,"Thu Jan 31 11:25:14 +0000 2013","Circle","Minor delays","Circle Line: Minor delays due to an earlier obstruction on the track at Whitechapel."
296940960254943232,"Thu Jan 31 11:20:16 +0000 2013","Circle","Minor delays","Circle Line: Minor delays due to an earlier obstruction on the track at Whitechapel. A good service is in operation on the rest of the line."
296923344404627456,"Thu Jan 31 10:10:16 +0000 2013","","","Hammersmith &amp; City Line: Back to good service."
296920892552904704,"Thu Jan 31 10:00:31 +0000 2013","Victoria","","Victoria Line: Back to good service."
296909523329888256,"Thu Jan 31 09:15:21 +0000 2013","District","","District Line: Back to good service."
296908245283512320,"Thu Jan 31 09:10:16 +0000 2013","Central","","Central Line: Back to good service."
296904462407192576,"Thu Jan 31 08:55:14 +0000 2013","Victoria","Minor delays","Victoria Line: Minor Delays due to an earlier faulty train at Seven Sisters."
296903215641935873,"Thu Jan 31 08:50:17 +0000 2013","District","Minor delays","District Line: Minor Delays between Whitechapel and Upminster due to an earlier signal failure at Barking, Good Service rest of the line."
296900697486684161,"Thu Jan 31 08:40:17 +0000 2013","Central","Severe delays","Central Line: Severe Delays between Debden and Epping while we fix a faulty train at Epping. Good Service on the rest of the line."
296895665043292160,"Thu Jan 31 08:20:17 +0000 2013","Victoria","Minor delays","Victoria Line: MINOR DELAYS due to an earlier faulty train at Seven Sisters."
296503075856850945,"Wed Jan 30 06:20:16 +0000 2013","Metropolitan","","Metropolitan Line: Back to good service."
296500558645325824,"Wed Jan 30 06:10:16 +0000 2013","Jubilee","","Jubilee Line: Back to good service."
296495525254017024,"Wed Jan 30 05:50:16 +0000 2013","Jubilee","Severe delays","Jubilee Line: Severe delays due to late finish to engineering work earlier at Neasden."
296431342739140608,"Wed Jan 30 01:35:14 +0000 2013","District","","District Line: Back to good service."
296296713193414656,"Tue Jan 29 16:40:16 +0000 2013","Central","","Central Line: Back to good service."
296275342816051200,"Tue Jan 29 15:15:20 +0000 2013","Central","Minor delays","Central Line: Minor delays due to a person under a train earlier."
296257697374928897,"Tue Jan 29 14:05:13 +0000 2013","Central","Severe delays","Central Line: Severe delays due to a person under a train earlier. Tickets will be accepted on London buses via any reasonable route."
295938092722966529,"Mon Jan 28 16:55:14 +0000 2013","","","Hammersmith &amp; City Line: Back to good service."
295930542338220033,"Mon Jan 28 16:25:14 +0000 2013","District","","District Line: Back to good service."
295925510528184321,"Mon Jan 28 16:05:14 +0000 2013","","Minor delays","Hammersmith &amp; City Line: Minor delays due to a person under a train earlier."
295822360639053824,"Mon Jan 28 09:15:21 +0000 2013","","","Bakerloo Line: Back to good service."
295707834744713219,"Mon Jan 28 01:40:16 +0000 2013","Piccadilly","","Piccadilly Line: Back to good service."
295706568782131202,"Mon Jan 28 01:35:14 +0000 2013","Metropolitan","","Metropolitan Line: Back to good service."
295604654291701760,"Sun Jan 27 18:50:16 +0000 2013","District","","District Line: Back to good service."
295344179645648896,"Sun Jan 27 01:35:14 +0000 2013","District","","District Line: Back to good service."
295179356165271552,"Sat Jan 26 14:40:17 +0000 2013","","","Bakerloo Line: Back to good service."
295168017363521536,"Sat Jan 26 13:55:13 +0000 2013","","Minor delays","Bakerloo Line: Minor delays between Queen's Park and Harrow &amp; Wealdstone due to operational issues. GOOD SERVICE on the rest of the line."
295077419931561985,"Sat Jan 26 07:55:13 +0000 2013","Northern","","Northern Line: No service between Stockwell and Charing Cross while we fix a signal a signal failure at Charing Cross."
294898744640536576,"Fri Jan 25 20:05:14 +0000 2013","Northern","","Northern Line: Back to good service."
294886188618231808,"Fri Jan 25 19:15:20 +0000 2013","Northern","Minor delays","Northern Line: Minor delays due to a person ill on a train earlier at Old Street."
294843378040983553,"Fri Jan 25 16:25:13 +0000 2013","","","Bakerloo Line: Back to good service."
294820728098926592,"Fri Jan 25 14:55:13 +0000 2013","Piccadilly","","Piccadilly Line: Back to good service."
294776761533730817,"Fri Jan 25 12:00:31 +0000 2013","Metropolitan","","Metropolitan Line: Back to good service."
294745232417898496,"Fri Jan 25 09:55:14 +0000 2013","Central","","Central Line: Back to good service."
294738985987743744,"Fri Jan 25 09:30:24 +0000 2013","Central","Minor delays","Central Line: Minor delays while we fix a signal failure at Chancery Lane eastbound."
294702452756856832,"Fri Jan 25 07:05:14 +0000 2013","Northern","","Northern Line: Back to good service."
294698683801423873,"Fri Jan 25 06:50:16 +0000 2013","Northern","Minor delays","Northern Line: Minor delays Camden Town to Edgware due to an earlier faulty train at Golders Green. GOOD SERVICE on the rest of the line."
294694900354658306,"Fri Jan 25 06:35:14 +0000 2013","Jubilee","","Jubilee Line: Back to good service."
294693686757957632,"Fri Jan 25 06:30:24 +0000 2013","Northern","","Northern Line: No service Camden Town to Edgware while we fix a faulty train at Golders Green. GOOD SERVICE on the rest of the line."
294691136273018880,"Fri Jan 25 06:20:16 +0000 2013","Jubilee","Minor delays","Jubilee Line: Minor Delays to the southbound / eastbound service due to an earlier signal failure in the Kingsbury area."
294689895664992256,"Fri Jan 25 06:15:20 +0000 2013","Jubilee","Minor delays","Jubilee Line: Minor Delays to the southbound / eastboud service due to an earlier signal failure in the Kingsbury area."
294686160226234368,"Fri Jan 25 06:00:30 +0000 2013","Jubilee","Minor delays","Jubilee Line: Minor Delays between Wembley Park and Green Park southbound due to an earlier signal failure in the Kingsbury area."
294547690619023360,"Thu Jan 24 20:50:16 +0000 2013","Central","","Central Line: Back to good service."
294513706455425024,"Thu Jan 24 18:35:14 +0000 2013","Central","Minor delays","Central Line: Minor delays due to an earlier signal failure at Mile End."
294504968562544640,"Thu Jan 24 18:00:30 +0000 2013","Central","Minor delays","Central Line: Minor delays while we fix a signal failure at Mile End."
294487294063284224,"Thu Jan 24 16:50:16 +0000 2013","Central","Severe delays","Central Line: Severe delays eastbound while we fix a signal failure at Mile End. GOOD SERVICE westbound."
294483509261778946,"Thu Jan 24 16:35:14 +0000 2013","Central","Minor delays","Central Line: Minor delays eastbound while we fix a signal failure at Mile End. GOOD SERVICE westbound."
294192853519839232,"Wed Jan 23 21:20:16 +0000 2013","District","Minor delays","District Line: Minor Delays between Upminster and Barking due to a person ill on a train earlier. GOOD SERVICE on the rest of the line."
294179000941690880,"Wed Jan 23 20:25:14 +0000 2013","District","","District Line: Back to good service."
294173970473811968,"Wed Jan 23 20:05:14 +0000 2013","Victoria","","Victoria Line: Back to good service."
294160139550871554,"Wed Jan 23 19:10:17 +0000 2013","","","Hammersmith &amp; City Line: Back to good service."
294141252105035776,"Wed Jan 23 17:55:14 +0000 2013","Victoria","Minor delays","Victoria Line: Minor delays due to an earlier signal failure at Highbury &amp; Islington."
294140005352353792,"Wed Jan 23 17:50:16 +0000 2013","District","Minor delays","District Line: Minor delays following a person ill on a train at Mile End."
294137486760869890,"Wed Jan 23 17:40:16 +0000 2013","Central","Minor delays","Central Line: Minor delays between Leytonstone and Epping while we fix a signal failure at Loughton."
294121119299039232,"Wed Jan 23 16:35:14 +0000 2013","Victoria","Severe delays","Victoria Line: Severe delays while we fix a signal failure at Highbury &amp; Islington."
294118603408699392,"Wed Jan 23 16:25:14 +0000 2013","Victoria","Minor delays","Victoria Line: Minor delays while we fix a signal failure at Highbury &amp; Islington."
294080852806234115,"Wed Jan 23 13:55:13 +0000 2013","Central","Minor delays","Central Line: Minor delays due to an earlier faulty train at Newbury Park."
294079605520859137,"Wed Jan 23 13:50:16 +0000 2013","Central","Minor delays","Central Line: Minor delays due to an earlier faulty train at Newbuiry Park."
294026759463120897,"Wed Jan 23 10:20:16 +0000 2013","Northern","","Northern Line: Back to good service."
293982707569020928,"Wed Jan 23 07:25:14 +0000 2013","Central","","Central Line: Back to good service."
293972672243707904,"Wed Jan 23 06:45:21 +0000 2013","Central","Minor delays","Central Line: Minor delays due to an earlier signal failure at Lancaster Gate."
293967608150110208,"Wed Jan 23 06:25:14 +0000 2013","Central","Severe delays","Central Line: Severe Delays while we fix a signal failure at Lancaster Gate. Tickets are being accepted on local buses and Greater Anglia."
293963844064268288,"Wed Jan 23 06:10:16 +0000 2013","Central","Severe delays","Central Line: Severe Delays to the eastbound service while we fix a signal failure at Lancaster Gate, tickets will be accepted on the buses."
293687020449062912,"Tue Jan 22 11:50:16 +0000 2013","Circle","","Circle Line: Back to good service."
293682018200465408,"Tue Jan 22 11:30:24 +0000 2013","District","","District Line: Back to good service."
293656820646567936,"Tue Jan 22 09:50:16 +0000 2013","Circle","Minor delays","Circle Line: Minor delays anti clockwise while we fix a faulty train at Edgware Road. GOOD SERVICE clockwise."
293651820235087872,"Tue Jan 22 09:30:24 +0000 2013","Circle","Minor delays","Circle Line: Minor delays anti clockwise due to an earlier faulty train at Edgware Road. GOOD SERVICE clockwise."
293649269615902720,"Tue Jan 22 09:20:16 +0000 2013","Central","","Central Line: Back to good service."
293635421353697280,"Tue Jan 22 08:25:14 +0000 2013","Central","Minor delays","Central Line: Minor delays due to an earlier faulty train at Holland Park."
293634174122872832,"Tue Jan 22 08:20:17 +0000 2013","Central","Minor delays","Central Line: Minor delays eastbound while we fix a faulty train at Holland Park. GOOD SERVICE westbound."
293624102953025536,"Tue Jan 22 07:40:16 +0000 2013","Northern","","Northern Line: Back to good service."
293603973380861952,"Tue Jan 22 06:20:16 +0000 2013","Northern","Minor delays","Northern Line: Minor Delays on the High Barnet branch while we fix a faulty train at East Finchley. Good Service on the rest of the line."
293602731095097344,"Tue Jan 22 06:15:20 +0000 2013","Northern","Minor delays","Northern Line: Minor Delays on the High Barnet branch while we fix a faulty train at High Barnet. Good Service rest of the line."
293513375491702784,"Tue Jan 22 00:20:16 +0000 2013","Circle","Minor delays","Circle Line: Minor Delays due to an earlier signal failure at Hammersmith."
293441649206509569,"Mon Jan 21 19:35:15 +0000 2013","Victoria","","Victoria Line: Back to good service."
293432902841151490,"Mon Jan 21 19:00:30 +0000 2013","Victoria","Minor delays","Victoria Line: Minor delays earlier local power failure at Pimlico."
293424026179747841,"Mon Jan 21 18:25:14 +0000 2013","","Minor delays","Waterloo &amp; City Line: Minor delays due to earlier faulty trains."
293401375927304192,"Mon Jan 21 16:55:13 +0000 2013","Northern","Minor delays","Northern Line: Minor delays due to earlier signalling problems at Finchley Central and Euston."
293395129044172801,"Mon Jan 21 16:30:24 +0000 2013","Northern","Minor delays","Northern Line: Minor delays Edgware branch due to an earlier local power failure at Golders Green GOOD SERVICE on the rest of the line."
293353593371754497,"Mon Jan 21 13:45:21 +0000 2013","","","Bakerloo Line: Back to good service."
293337214073573376,"Mon Jan 21 12:40:16 +0000 2013","Metropolitan","","Metropolitan Line: Back to good service."
293322113853579265,"Mon Jan 21 11:40:16 +0000 2013","Metropolitan","Minor delays","Metropolitan Line: Minor delays due to an earlier signal failure at Harrow-on-the-Hill."
293307014401110016,"Mon Jan 21 10:40:16 +0000 2013","","","Waterloo &amp; City Line: Back to good service."
293299464708435968,"Mon Jan 21 10:10:16 +0000 2013","Northern","","Northern Line: Back to good service."
293289432675655680,"Mon Jan 21 09:30:24 +0000 2013","Circle","","Circle Line: Back to good service."
293283098047680512,"Mon Jan 21 09:05:14 +0000 2013","Northern","Minor delays","Northern Line: Minor delays due to an earlier faulty train at Archway."
293279337317294080,"Mon Jan 21 08:50:17 +0000 2013","Victoria","","Victoria Line: Back to good service."
293271786831872000,"Mon Jan 21 08:20:17 +0000 2013","","Minor delays","Bakerloo Line: Minor delays due to operational issues."
293268002382680064,"Mon Jan 21 08:05:15 +0000 2013","","Minor delays","Hammersmith &amp; City Line: Minor delays as a result of the service recovering from a late finish to engineering work."
293266852140941313,"Mon Jan 21 08:00:40 +0000 2013","Circle","Minor delays","Circle Line: Minor delays as a result of the service recovering from a late finish to engineering work."
293262995218395136,"Mon Jan 21 07:45:21 +0000 2013","Jubilee","Minor delays","Jubilee Line: Minor delays as a result of the service recovering from a late finish to engineering work."
293261714122760192,"Mon Jan 21 07:40:15 +0000 2013","District","","District Line: Back to good service."
293259233825263616,"Mon Jan 21 07:30:24 +0000 2013","Victoria","Minor delays","Victoria Line: Minor delays due to an earlier faulty train at Seven Sisters."
293255444670066688,"Mon Jan 21 07:15:21 +0000 2013","Victoria","Minor delays","Victoria Line: Minor delays while we fix a faulty train at Seven Sisters."
293251709386518529,"Mon Jan 21 07:00:30 +0000 2013","Victoria","Minor delays","Victoria Line: Minor delays while we fix a signal failure at Seven Sisters."
293244135756947457,"Mon Jan 21 06:30:24 +0000 2013","","Severe delays","Hammersmith &amp; City Line: Severe delays as a result of the service recovering from a late finish to engineering work."
293241584009506816,"Mon Jan 21 06:20:16 +0000 2013","Jubilee","Severe delays","Jubilee Line: Severe Delays as a result of the service recovering from a late finish to engineering work, tickets valid on the buses."
293239067389349888,"Mon Jan 21 06:10:16 +0000 2013","Circle","Severe delays","Circle Line: Severe Delays as a result of the service recovering from a late finish to engineering work, tickets valid on the buses."
293234033809313794,"Mon Jan 21 05:50:16 +0000 2013","","Severe delays","Hammersmith &amp; City Line: SEVERE DELAYS as a result of the service recovering from a late finish to engineering work."
293227732672864257,"Mon Jan 21 05:25:14 +0000 2013","Circle","","Circle Line: No service due to the late finish of engineering work, tickets valid on the buses."
293225245404438528,"Mon Jan 21 05:15:21 +0000 2013","Jubilee","","Jubilee Line: No service southbound / eastbound due to the late finish of engineering work at Neasden, tickets valid on the buses."
293172400567250945,"Mon Jan 21 01:45:21 +0000 2013","Piccadilly","","Piccadilly Line: Back to good service."
293171118670508032,"Mon Jan 21 01:40:16 +0000 2013","Metropolitan","","Metropolitan Line: Back to good service."
293169851084705792,"Mon Jan 21 01:35:13 +0000 2013","District","","District Line: Back to good service."
293050323226984448,"Sun Jan 20 17:40:16 +0000 2013","","","Hammersmith &amp; City Line: Back to good service."
293033957669355520,"Sun Jan 20 16:35:14 +0000 2013","","Minor delays","Hammersmith &amp; City Line: Minor delays due to an earlier fire alert at Barking."
292977343591510016,"Sun Jan 20 12:50:16 +0000 2013","Victoria","","Victoria Line: Back to good service."
292955942386020352,"Sun Jan 20 11:25:14 +0000 2013","Victoria","Minor delays","Victoria Line: Minor delays due to an earlier faulty train at Seven Sisters."
292807464653570048,"Sun Jan 20 01:35:14 +0000 2013","","","Waterloo &amp; City Line: The Waterloo &amp; City line does not operate on Sundays."
292662831076225025,"Sat Jan 19 16:00:30 +0000 2013","Victoria","","Victoria Line: Back to good service."
292422426652979200,"Sat Jan 19 00:05:14 +0000 2013","Northern","","Northern Line: Back to good service."
292379674141671425,"Fri Jan 18 21:15:21 +0000 2013","Metropolitan","Minor delays","Metropolitan Line: Minor Delays due to an earlier signal failure at Great Portland Street."
292373364666945536,"Fri Jan 18 20:50:16 +0000 2013","Victoria","","Victoria Line: Back to good service."
292363296491843584,"Fri Jan 18 20:10:16 +0000 2013","Victoria","Minor delays","Victoria Line: Minor delays due to staff shortage."
292355746279092224,"Fri Jan 18 19:40:16 +0000 2013","Circle","","Circle Line: Back to good service."
292346931341062144,"Fri Jan 18 19:05:14 +0000 2013","Northern","Minor delays","Northern Line: Minor delays due to some staff being unable to get to work due to poor weather conditions."
292345741240832001,"Fri Jan 18 19:00:30 +0000 2013","Victoria","Minor delays","Victoria Line: Minor delays between Walthamstow Central and Kings Cross due to staff shortage. GOOD SERVICE on the rest of the line"
292344411449335809,"Fri Jan 18 18:55:13 +0000 2013","Victoria","Minor delays","Victoria Line: Minor delays between Walthamstow Central and Kings Cross due to operational issues. GOOD SERVICE on the rest of the line"
292339377856716800,"Fri Jan 18 18:35:13 +0000 2013","Circle","Minor delays","Circle Line: Minor delays due to an earlier signal failure at Great Portland Street."
292338164486512642,"Fri Jan 18 18:30:24 +0000 2013","Metropolitan","Minor delays","Metropolitan Line: Minor delays due to an earlier signal failure at Great Portland Street."
292334374660239361,"Fri Jan 18 18:15:20 +0000 2013","Northern","Minor delays","Northern Line: Minor delays due to localised road congestion causing staff to be delayed on their journey into work."
292333099793137665,"Fri Jan 18 18:10:16 +0000 2013","Northern","Minor delays","Northern Line: Minor delays due to localised road congestion causing staff to be delayed on their journey to work."
292330641045987328,"Fri Jan 18 18:00:30 +0000 2013","Piccadilly","Minor delays","Piccadilly Line: Minor delays between Arnos Grove and Cockfosters due to a slow running train. GOOD SERVICE on the rest of the line."
292324279889035265,"Fri Jan 18 17:35:14 +0000 2013","Northern","Minor delays","Northern Line: Minor delays due to adverse weather."
292323065134714880,"Fri Jan 18 17:30:24 +0000 2013","Circle","Minor delays","Circle Line: Minor delays while we fix a signal failure at Great Portland Street."
292320514167418880,"Fri Jan 18 17:20:16 +0000 2013","Circle","Minor delays","Circle Line: Minor delays  while we fix a signal failure at Great Portland Street."
292319276352815104,"Fri Jan 18 17:15:21 +0000 2013","","Minor delays","Hammersmith &amp; City Line: Minor delays  while we fix a signal failure at Great Portland Street."
292317998763634689,"Fri Jan 18 17:10:16 +0000 2013","Piccadilly","Minor delays","Piccadilly Line: Minor delays between Arnos Grove and Cockfosters due to adverse weather. GOOD SERVICE on the rest of the line."
292314212355698688,"Fri Jan 18 16:55:13 +0000 2013","District","","District Line: Back to good service."
292299114413170688,"Fri Jan 18 15:55:14 +0000 2013","Circle","","Circle Line: Back to good service."
